Kitchen Culture Holdings Ltd,2011-07-22
Matas Matbaacilik Ambalaj,2011-07-22
1010 Printing Group Ltd,2011-07-22
Shanghai Yaoji Playing Card Co,2011-07-22
Rangpur Dairy & Food Products,2011-07-24
China Africa Resources Plc,2011-07-25
Far East Group Ltd,2011-07-25
Hwajin Co Ltd,2011-07-25
JC Chemical Co Ltd,2011-07-25
Malacca Trust Ltd,2011-07-25
Mepet Metro Petrol ve,2011-07-25
American Midstream Partners LP,2011-07-26
Bharatiya Global Infomedia Ltd,2011-07-26
Dalian Insulator Group Co Ltd,2011-07-26
Duff & Phelps Global Utility I,2011-07-26
Dunkin Brands Group Inc,2011-07-26
Tangoe Inc,2011-07-26
ADR Capital Corp,2011-07-27
Focus Media Network Ltd,2011-07-27
NY85 Capital Inc,2011-07-27
Pall Mall Resources Ltd,2011-07-27
Teavana Holdings Inc,2011-07-27
Wesco Aircraft Holdings Inc,2011-07-27
Azoty Tarnow,2011-07-27
Wuhu Yaxia Automobile Corp,2011-07-27
C&J Energy Services Inc,2011-07-28
Canadian Silver Hunter Inc,2011-07-28
The Chefs Warehouse Inc,2011-07-28
Dipula Income Fund Ltd,2011-07-28
EcoSynthetix Inc,2011-07-28
Secuoya Grupo de Comunicacion,2011-07-28
Kingsignal Technology Co Ltd,2011-07-28
Noram Ventures Inc,2011-07-28
Ozbal Celik Boru Sanayi,2011-07-28
Petrolimex,2011-07-28
Horizon Pharma Inc,2011-07-28
Drill Torque Ltd,2011-07-29
Grino Ecologic SA,2011-07-29
Sainty Marine Corp Ltd,2011-07-29
Soneri Bank,2011-07-29
Victory Ventures Inc,2011-07-29
L&T Finance Holdings Ltd,2011-07-30
Jiangsu Akcome Solar Science,2011-08-01
Shenzhen Jieshun Sci&Tech,2011-08-01
Active Health Foods Inc,2011-08-02
AC SA,2011-08-02
Allanfield Group Plc,2011-08-02
Goldspike Exploration Inc,2011-08-02
Inventure Growth & Sec Ltd,2011-08-02
Jiangsu Linyang Electronics Co,2011-08-02
American Capital Mortgage,2011-08-03
Escher Group Holdings plc,2011-08-03
Founder Securities Co Ltd,2011-08-03
HITO-Communications Inc,2011-08-03
Shanghai Kingstar Winning,2011-08-03
Textured Jersey Lanka(Private),2011-08-03
Galina,2011-08-04
Great Western Mining Corp PLC,2011-08-04
Marseilia Egyptian Gulf RE,2011-08-04
Santo Pita Corp,2011-08-04
ShanXi C&Y Pharm Co Ltd,2011-08-04
Zhejiang Firstar Panel Tech Co,2011-08-04
Mycelx Technologies Corp,2011-08-04
Hebei Changshan Biochem Pharm,2011-08-04
Tiller Resources Ltd,2011-08-05
Volta Mining Ltd,2011-08-05
Zhejiang Kaishan Compressor Co,2011-08-05
Zhuzhou Kibing Group Co Ltd,2011-08-05
United Wire Factories Co,2011-08-07
Ningbo Construction Co Ltd,2011-08-08
Explorex Capital Ltd,2011-08-08
Miocene Metals Ltd,2011-08-08
Minrex Resources NL,2011-08-08
Quintessential Resources Ltd,2011-08-08
Sheng Siong Group Ltd,2011-08-08
Aurvista Gold Corp,2011-08-09
Cradle Resources Ltd,2011-08-09
Exito Energy Inc,2011-08-09
Strategic Elements Ltd,2011-08-09
Tainergy Tech Co Ltd,2011-08-09
Vida Ventures Ltd,2011-08-09
Asia Plastic Recycling Hldg,2011-08-10
Beijing Jangho Curtain Wall Co,2011-08-10
Carbonite Inc,2011-08-10
Lambert Solutions Corp,2011-08-10
Asher Resources Corp,2011-08-10
Race Capital Corp,2011-08-10
SandRidge Permian Trust,2011-08-10
Solidarity Insurance Co,2011-08-10
Zahintex Industries Ltd,2011-08-10
Arab Real Estate Investment Co,2011-08-11
Euro Kapital Yatirim Ortakligi,2011-08-11
ASB Bancorp Inc,2011-08-12
Ridge Resources Ltd,2011-08-12
Toya SA,2011-08-12
Tigers Realm Coal Ltd,2011-08-14
Guangdong Dongfang Precision,2011-08-15
Jiangsu Pacific Precision,2011-08-15
Elemental Minerals Ltd,2011-08-16
Firemans Contractors Inc,2011-08-16
Henan Suntront Tech Co Ltd,2011-08-16
Tudou Holdings Ltd,2011-08-16
Lancy Co Ltd,2011-08-17
AVer Information Inc,2011-08-18
Kunshan Kinglai Hygienic,2011-08-19
Luoyang North Glass Tech Co,2011-08-19
Tree House Education,2011-08-23
High North Resources Ltd,2011-08-24
Blenheim Resources Ltd,2011-08-24
Gudeng Precision Industrial Co,2011-08-24
Signature Gold Ltd,2011-08-24
Vanet Gida Sanayi Ic ve Dis,2011-08-24
Bligh Resources Ltd,2011-08-24
ABA Chemicals Corp,2011-08-25
Amana Takaful (Maldives) PLC,2011-08-25
Blue River Resources Ltd,2011-08-25
Brookfield Global Listed Infra,2011-08-25
Maple Leaf 2011 Energy Income,2011-08-25
Northern Iron Corp,2011-08-25
OVOPROT International SA,2011-08-25
Thoroughbred Capital Inc,2011-08-25
Transition Metals Corp,2011-08-25
Sparcap One Ltd,2011-08-27
Granite Creek Gold Ltd,2011-08-29
Oakajee Investments Ltd,2011-08-29
Xiamen Comfort Science&Tech,2011-08-29
Beijing Jingyuntong Tech Co,2011-08-30
MoneySwap plc,2011-08-31
ZheJiang Haers Vacuum,2011-08-31
amalphi AG,2011-09-01
Huga Optotech Inc,2011-09-01
Shanghai Safbon Water Service,2011-09-01
Jiangsu Tongguang Electn Wire,2011-09-01
AVIT Ltd,2011-09-02
Brooks Laboratories Ltd,2011-09-02
Cairo Resources Inc,2011-09-02
GI Dynamics Inc,2011-09-02
Gainey Capital Corp,2011-09-02
Ceres Media International Plc,2011-09-05
EdServ Softsystems Ltd,2011-09-05
Luoyang Longhua Heat Transfer,2011-09-05
Shenzhen Danbond Tech Co Ltd,2011-09-05
Parade Technologies Ltd,2011-09-05
JDV Capital Corp,2011-09-06
Roshow Technology Co Ltd,2011-09-06
American Rlty Capital Ppty Inc,2011-09-07
EP-Mint Co Ltd,2011-09-07
Guangdong Chant Group Inc,2011-09-07
Overlord Capital Ltd,2011-09-07
Trade Finance & Investments,2011-09-07
Henan Mingtai Al Industrial Co,2011-09-08
TD Power Systems Ltd,2011-09-08
Asia Electronic Material Co,2011-09-09
PJX Resources Inc,2011-09-09
PNE Solution Co Ltd,2011-09-09
Tai Tung Communication Co Ltd,2011-09-09
BrainPad Inc,2011-09-12
Energy Action Ltd,2011-09-12
Fluormin plc,2011-09-12
SRS Ltd,2011-09-12
General Industries PLC,2011-09-13
Hunan Er-kang Pharm Co Ltd,2011-09-13
Specialty Contractors Inc,2011-09-13
Wanfu Biotech(Hunan),2011-09-13
Waterway Constr Consultants JS,2011-09-13
Altius Mining Ltd,2011-09-14
KLab Inc,2011-09-14
CIENCO60,2011-09-15
Hangzhou Xingyuan Filter Tech,2011-09-15
Port Erin Biopharma,2011-09-15
Canadian REIT Income Fund,2011-09-16
Dalian Sunlight Machinery Co,2011-09-16
Oneness Biotech Co Ltd,2011-09-16
Shenzhen Ruihe Construction,2011-09-16
Hongguo Intl Hldgs Ltd,2011-09-17
Parker Resources NL,2011-09-19
Zhejiang Dragon Pipe Mnfg Co,2011-09-19
Asia Precision PCL,2011-09-19
Precision Air Services Ltd,2011-09-19
Baru Resources Ltd,2011-09-20
Discount Dental Materials Inc,2011-09-20
Great Wall Motor Co Ltd,2011-09-20
PG Electroplast Ltd,2011-09-20
Radiant Growth Investments Ltd,2011-09-20
Guangxi Fenglin Wood Ind Grp,2011-09-21
Lextar Electronics Corp,2011-09-21
Tenfu(Cayman)Holdings Co Ltd,2011-09-21
Stratum Metals Ltd,2011-09-21
Puregold Price Club Inc,2011-09-21
Changzhou Almaden Stock Co Ltd,2011-09-22
Discovery 2011 FT LP,2011-09-22
Front Street FT 2011-II LP,2011-09-22
UI Capital Inc,2011-09-22
Unitel High Technology Corp,2011-09-22
ScinoPharm Taiwan Ltd,2011-09-22
Earny Resources Ltd,2011-09-23
JA Energy,2011-09-23
OB Telecom Electronics Co Ltd,2011-09-23
Rockstar Capital Corp,2011-09-23
Shenzhen Liantronics Co Ltd,2011-09-23
Clean Seed Capital Group Ltd,2011-09-26
Hail Cement Co,2011-09-26
Active Group Holdings Ltd,2011-09-27
CITIC Securities Co Ltd,2011-09-27
Daihan Scientific Co Ltd,2011-09-27
88 Capital Corp,2011-09-27
First Trust Energy Infrastruct,2011-09-27
China Hanking Holdings Ltd,2011-09-27
Triple Crown Petroleum Ltd,2011-09-27
Travel Expert(Asia),2011-09-27
Chanceton Financial Group Ltd,2011-09-28
Chime Ball Technology Co Ltd,2011-09-28
Cleanaway Co Ltd,2011-09-28
Coland Holdings Ltd,2011-09-28
Maple Leaf 2011 Energy Income,2011-09-28
OnlineFormaPro SA,2011-09-28
Sanction Capital Corp,2011-09-28
Sinohydro Group Ltd,2011-09-28
Tijaria Polypipes Ltd,2011-09-28
Taimide Tech Inc,2011-09-28
Universal Energies Ltd,2011-09-28
Thornapple Capital Inc,2011-09-28
Beijing Thunisoft Corp Ltd,2011-09-29
Jilin Yongda Group Co Ltd,2011-09-29
Mex Polska SA,2011-09-29
Wela Capital Corp,2011-09-29
African Potash Ltd,2011-09-30
Blackwall Property Funds Ltd,2011-09-30
Robostar Co Ltd,2011-09-30
Nishoku Technology Inc,2011-10-03
Prakash Constrowell Ltd,2011-10-03
SMR Utama Tbk PT,2011-10-03
Serial System Ltd,2011-10-03
Solusi Tunas Pratama Tbk PT,2011-10-03
BSB Bancorp Inc,2011-10-04
Forte Resources Inc,2011-10-04
Nexolon Co Ltd,2011-10-04
Peoples Leasing Co Ltd,2011-10-04
Synergy Pharmaceuticals Inc,2011-10-04
Aumento Capital II Corp,2011-10-06
Aumento Capital III Corp,2011-10-06
Rotation Minerals Ltd,2011-10-06
Summerset Group Holdings Ltd,2011-10-07
HTM International Holding Ltd,2011-10-10
RDB Rasayans Ltd,2011-10-10
Apex International Co Ltd,2011-10-11
Green & Quality Home Life Inc,2011-10-11
Japan Property Mgmt Center,2011-10-11
Info Yatirim AS,2011-10-11
Korea Materials & Analysis,2011-10-11
On-Bright Electronics Inc,2011-10-11
Carroll Bancorp Inc,2011-10-11
SymBio Pharmaceuticals Ltd,2011-10-11
IEV Holdings Ltd,2011-10-12
Matrix 2011-II National &,2011-10-12
Aziana Ltd,2011-10-13
Onelife Capital Advisors Ltd,2011-10-13
Ubiquiti Networks Inc,2011-10-13
Taiwan Benefit Co Ltd,2011-10-13
Westlake Capital Ltd,2011-10-13
Zhejiang Jinlei Refractories,2011-10-13
Creststreet 2011 II FT LP,2011-10-14
Flexituff International Ltd,2011-10-14
M & B Switchgears Ltd,2011-10-14
3-D Matrix Ltd,2011-10-14
Zhuhai Hokai Med Instr Co Ltd,2011-10-14
Chi Mei Materials Technology,2011-10-17
Energy Mad Ltd,2011-10-17
Epileds Technologies Inc,2011-10-17
Plicit Capital Corp,2011-10-17
Poletowin Pitcrew Holdings Inc,2011-10-17
Taiwan Enterprise(Cayman)Co,2011-10-17
Xiamen Kingdomway Group Co,2011-10-17
CNMC Goldmine Holdings Ltd,2011-10-18
County Coal Ltd,2011-10-18
Fornton Group Ltd,2011-10-18
Guru Health Inc,2011-10-18
Questfire Energy Corp,2011-10-18
Tera Semicon Co Ltd,2011-10-18
ZELTIQ Aesthetics Inc,2011-10-18
Bloom Income & Growth Canadian,2011-10-19
eBOOK Initiative Japan Co Ltd,2011-10-19
Hubei Yichang Transp Grp Co,2011-10-19
Kikuchi Seisakusho Co Ltd,2011-10-19
New Found Shrimp Inc,2011-10-19
Shanghai Canature Envi Prod Co,2011-10-19
Taksheel Solutions Ltd,2011-10-19
CNPLUS Co Ltd,2011-10-20
Jiangsu Hengli Highpressure,2011-10-20
Sungrow Power Supply Co Ltd,2011-10-20
Chengdu Road & Bridge,2011-10-21
Chongqing MAS Sci & Tech Co,2011-10-21
Front Street FT 2011-II LP,2011-10-21
PT Atlas Resources Tbk,2011-10-24
Cinaport Acquisition Corp,2011-10-24
CQV Co Ltd,2011-10-24
Committed Capital Acquisition,2011-10-24
Loton Corp,2011-10-24
Sichuan Renzhi Oilfield Tech,2011-10-24
Zhejiang Longsheng Auto Parts,2011-10-24
Banks Island Gold Ltd,2011-10-25
iDimension Consolidated Bhd,2011-10-25
Kingcan Holdings Ltd,2011-10-25
SMN Power Holding Co Ltd,2011-10-25
Shin-heung Machine Co Ltd,2011-10-25
TransAsia Airways Corp,2011-10-25
Generalplus Technology Inc,2011-10-25
Guggenheim Equal Weight,2011-10-26
Magnum Capital Corp,2011-10-26
Tortoise Pipeline & Energy,2011-10-26
Taggart Capital Corp,2011-10-26
SunPeaks Ventures Inc,2011-10-26
Technovator International Ltd,2011-10-26
Discovery 2011 FT LP,2011-10-27
Itest Co Ltd,2011-10-27
Maple Leaf 2011 Energy Income,2011-10-27
Nanning Baling Tech Co Ltd,2011-10-27
Polymetal International PLC,2011-10-27
Avigilon Corp,2011-10-28
Jiangsu Yulong Steel Pipe Co,2011-10-28
New York Tutor Co,2011-10-28
Techwing Inc,2011-10-28
Asian Phytoceuticals PCL,2011-10-31
Indo Thai Securities Ltd,2011-10-31
Der Intl Home Furnishing Co,2011-10-31
HuBei SanFeng Intelligent,2011-11-01
mHealth Capital Corp,2011-11-01
Skymedi Corp,2011-11-01
Spara Acquisition One Corp,2011-11-01
Symphony Floating Rate Fund,2011-11-01
Parkson Retail Asia Pte Ltd,2011-11-01
China Western Power Industrial,2011-11-02
Enduro Royalty Trust,2011-11-02
RXP Services Ltd,2011-11-02
San Antonio Ventures Inc,2011-11-02
Sarama Resources Ltd,2011-11-02
Secure Trust Bank PLC,2011-11-02
Adese Alisveris Merkezleri,2011-11-03
Gaia Remedies Inc,2011-11-03
Groupon Inc,2011-11-03
Moneda LatAm Corp Bond Fund,2011-11-03
Rentech Nitrogen Partners LP,2011-11-03
Ambassador Oil & Gas Ltd,2011-11-04
Asia Asset Finance Ltd,2011-11-04
Damille Investments II Ltd,2011-11-04
DevCorp Capital Inc,2011-11-04
Golden Energy Mines Tbk PT,2011-11-04
JK Tech Holdings Ltd,2011-11-04
Kina Petroleum Limited,2011-11-04
Zhejiang Daoming Optics&Chem,2011-11-04
Wildlaw Capital CPC 2 Inc,2011-11-04
Bold Stroke Ventures Inc,2011-11-07
Nandan Cleantec PLC,2011-11-07
Selway Capital Acq Corp,2011-11-07
Titan Energy Services Ltd,2011-11-07
Turvo International Co Ltd,2011-11-07
SEMISYSCO Co Ltd,2011-11-07
Imperva Inc,2011-11-08
Kanosak Capital Venture Corp,2011-11-08
PhotoAmigo Inc,2011-11-08
Trade Me Group Ltd,2011-11-08
Lifetech Scientific Corp,2011-11-08
Calapan Ventures Inc,2011-11-08
Abcana Capital Inc,2011-11-09
AlphaPoint Technology Inc,2011-11-09
Shenke Slide Bearing Corp,2011-11-09
Shenzhen Hirisun Technology,2011-11-10
Chesapeake Granite Wash Trust,2011-11-10
Damon Capital Corp,2011-11-10
LRR Energy LP,2011-11-10
Libra Group Ltd,2011-11-10
Magnolia Petroleum PLC,2011-11-10
NewLink Genetics Corp,2011-11-10
Qwest Energy 2011-II FT LP,2011-11-10
TA Corp Ltd,2011-11-10
Vector Resources Inc,2011-11-10
YG Entertainment Inc,2011-11-10
Pacific Drilling SA,2011-11-10
MFC Amazing A-la Andaman,2011-11-11
Boost Capital Corp,2011-11-14
Dongguan Kingsun,2011-11-14
Goldenmax Intl Tech Ltd,2011-11-14
Grand Concord Intl Hldg Ltd,2011-11-14
Inspired Energy PLC,2011-11-14
Sphere Medical Holding Plc,2011-11-14
Suzhou Anjie Technology Co Ltd,2011-11-14
Zhejiang Zanyu Tech Co Ltd,2011-11-14
Cirtek Holdings Philippines,2011-11-14
Clovis Oncology Inc,2011-11-15
EMNET Inc,2011-11-15
InvenSense Inc,2011-11-15
Sinjin SM Co Ltd,2011-11-15
Angie's List Inc,2011-11-16
Berg Earth Co Ltd,2011-11-16
G-TECH Optoelectronics Corp,2011-11-16
Fujian Snowman Co Ltd,2011-11-16
Medigen Biotechnology Corp,2011-11-16
Signature Resources Ltd,2011-11-16
Delphi Automotive PLC,2011-11-16
CT Developers Ltd,2011-11-17
Canadian Premium Select Income,2011-11-17
Diversified Alpha Fund II,2011-11-17
Intermolecular Inc,2011-11-17
Jin Bao Bao Holdings Ltd,2011-11-17
Manning & Napier Inc,2011-11-17
Mattress Firm Holding Corp,2011-11-17
Matrix 2011-II National &,2011-11-17
Renheng Enterprise Holdings,2011-11-17
Cogra 48 SA,2011-11-18
Creststreet 2011 II FT LP,2011-11-18
Digital Domain Media Group Inc,2011-11-18
Man GLG Emerging Mkts Incm Fu,2011-11-18
PT Visi Media Asia Tbk,2011-11-18
SFC Co Ltd,2011-11-18
TVLogic Co Ltd,2011-11-18
Stone 2011 FT LP,2011-11-18
Walton Yellowhead Dvlp Corp,2011-11-18
Inform Exploration Corp,2011-11-19
ABM Investama Tbk PT,2011-11-21
Maple Leaf Short Duration,2011-11-21
Kalpitiya Beach Resort Ltd,2011-11-21
Nextreaming Corp,2011-11-21
Valhalla Resources Ltd,2011-11-21
Waskaduwa Beach Resort Ltd,2011-11-21
Asia Tech Image Inc,2011-11-22
BlackRock Utility,2011-11-22
Cardig Aero Services Tbk PT,2011-11-22
China Vehicle Components,2011-11-22
Royal Canadian Mint,2011-11-22
Sapphire Technology Co Ltd,2011-11-22
ShineMore Technology Materials,2011-11-22
Discovery 2011 FT LP,2011-11-23
HKT Trust & HKT Ltd,2011-11-23
Jiangsu Phoenix Publishing,2011-11-23
Madison Capital Corp,2011-11-23
Pavilion REIT,2011-11-23
TVLogic Co Ltd,2011-11-23
Veterans In Packaging Inc,2011-11-23
ZheJiang BangJie Digital,2011-11-23
Coremax Corp,2011-11-24
Jet Alu Maroc SA,2011-11-24
Precious Metal Resources Ltd,2011-11-24
Arkadia Capital Corp,2011-11-25
Cassini Resources Ltd,2011-11-25
Cayman Tung Ling Co Ltd,2011-11-25
China Lifestyle F&B Group Ltd,2011-11-28
Livesense Inc,2011-11-28
Red Gum Resources Ltd,2011-11-28
Shanxi Baiyuan Trousers Chian,2011-11-28
Yonggao Co Ltd,2011-11-28
JP Nelson Holdings,2011-11-29
Capstream Ventures Inc,2011-11-29
China Outfitters,2011-11-29
Erajaya Swasembada Tbk PT,2011-11-29
Keysheen(Cayman)Hldg Co Ltd,2011-11-29
TG Residential Value Pro Ltd,2011-11-29
TLA Worldwide PLC,2011-11-29
Vanguard Energy Corp,2011-11-29
Discovery Resources Ltd,2011-11-30
Hofseth Biocare ASA,2011-11-30
Hydrotek PCL,2011-11-30
Sitoy Group Holdings Ltd,2011-11-30
Synergy Pharmaceuticals Inc,2011-12-01
Aleeyah Capital Corp,2011-12-02
Alliance Aviation Services Ltd,2011-12-02
China Polymetallic Mining,2011-12-02
Intergis Co Ltd,2011-12-02
Sansei Landic Inc,2011-12-02
China First Chemical Holding,2011-12-02
CU Medical System Inc,2011-12-05
Gstaad Capital Corp,2011-12-05
Gentra Lojistik AS,2011-12-05
Highfield Resources Ltd,2011-12-05
Hubei Huachangda Intelligent,2011-12-05
Kee Song Bio-Tech Hldg Ltd,2011-12-05
LuxNet Corp,2011-12-05
Seoam Machinery Industry,2011-12-05
Nexon Co Ltd,2011-12-05
Soochow Securities Co Ltd,2011-12-05
AVOD Kurutulmus Gida ve Tarim,2011-12-06
Chailease Holding Co Ltd,2011-12-06
Hosa International Ltd,2011-12-06
Redwood Group Ltd,2011-12-06
United Electronics Co Ltd,2011-12-06
Touch Solutions Inc,2011-12-06
WIN Semiconductors Corp,2011-12-06
X-Legend Entertainment Co Ltd,2011-12-06
Blue Sky Alternative,2011-12-07
Saudi Enaya Coop Ins Co,2011-12-07
Baoxin Auto Group Ltd,2011-12-07
Ultrasonic AG,2011-12-07
DNA Link Inc,2011-12-08
Far Resources Ltd,2011-12-08
Japan Material Co Ltd,2011-12-08
Jiangsu Huahong Tech Stock Co,2011-12-08
Keong HKeong Hong Holdings Ltd,2011-12-08
Memorial Prodn Partners LP,2011-12-08
An-Shin Food Service Co Ltd,2011-12-08
New China Life Ins Co Ltd,2011-12-08
Rose Rock Midstream LP,2011-12-08
Secuve Co Ltd,2011-12-08
W-SCOPE Corp,2011-12-08
Way Ventures Inc,2011-12-08
Yantai Valiant Fine Chem Co,2011-12-08
Chiome Bioscience Inc,2011-12-09
Chow Tai Fook Jewellery Gr Ltd,2011-12-09
China Specialty Glass AG,2011-12-09
Lanzhou Foci Pharm Co Ltd,2011-12-09
Relaxnews SA,2011-12-09
Qinghai Huzhu Barley Wine Co,2011-12-09
Saranacentral Bajatama Tbk PT,2011-12-09
Step Out Inc,2011-12-09
Rainbow International Corp,2011-12-11
United Electronics Co,2011-12-11
Chow Steel Industries PCL,2011-12-12
Everfront Ventures Corp,2011-12-12
First Credit Holdings Ltd,2011-12-12
Formosa Electronic Industries,2011-12-12
GS Retail Co Ltd,2011-12-12
Jive Software Inc,2011-12-12
Mobile Loyalty Holding AB,2011-12-12
Nice D&B Co Ltd,2011-12-12
Nitta Gelatin Inc,2011-12-12
OTO Holdings Ltd,2011-12-12
Star Flyer Inc,2011-12-12
Aisei Pharmacy Co Ltd,2011-12-13
Bilfinger Berger Global Infra,2011-12-13
Desmond Investments Ltd,2011-12-13
Gazit-Globe Ltd,2011-12-13
Kumarina Resources Ltd,2011-12-13
Sanchez Energy Corp,2011-12-13
Wangton Capital Corp,2011-12-13
Wonik Materials Co Ltd,2011-12-13
Iqnovate Ltd,2011-12-13
Laredo Petroleum Holdings Inc,2011-12-14
Misawa & Co Ltd,2011-12-14
Mid-Con Energy Partners LP,2011-12-14
Zhejiang Satellite Petrochem,2011-12-14
FeOre Ltd,2011-12-14
Michael Kors Holdings Ltd,2011-12-14
Beijing IRTOUCH Systems Co Ltd,2011-12-15
Bonanza Creek Energy Inc,2011-12-15
Goldphyre Resources Ltd,2011-12-15
PT Greenwood Sejahtera Tbk,2011-12-15
Guangdong Jinming Mach Co Ltd,2011-12-15
Inergy Midstream LP,2011-12-15
Nantong Metalforming Equip Co,2011-12-15
TRSB SAS,2011-12-15
Zhejiang Honglei Copper Co Ltd,2011-12-15
Zynga Inc,2011-12-15
Wuxi Hodgen Tech Co Ltd,2011-12-16
Beijing Jingneng Clean Energy,2011-12-19
49 North 2011 Resource FT LP,2011-12-19
KO JA(CAYMAN)Co Ltd,2011-12-19
Zhen Ding Tech Hldg Ltd,2011-12-19
SPT Energy Group,2011-12-19
Black Sparrow Capital Corp,2011-12-20
FNR Energy II LP,2011-12-20
China Tianrui Group Cement Co,2011-12-20
Mantra Capital Inc,2011-12-20
Multi Sports Holdings Ltd,2011-12-20
Noble House (China) Holdings,2011-12-20
S2M SA,2011-12-20
Sunbird Energy Ltd,2011-12-20
Guodian Tech & Envi Grp Corp,2011-12-20
Chimera Energy Corp,2011-12-21
China Weaving Materials Hlgds,2011-12-21
Focused Capital II Corp,2011-12-21
Indus Coal Ltd,2011-12-21
Kino Biotech Co Ltd,2011-12-21
Beyondsoft Corp,2011-12-22
Cana Venture Capital Corp,2011-12-22
Chengdu Leejun Industial Co,2011-12-22
Infrastructure Materials Corp,2011-12-22
Jiajia Food Group Co Ltd,2011-12-22
Afric Industries SA,2011-12-22
Jiangsu Transp Inst Co Ltd,2011-12-23
Wenzhou Hongfeng Electrical,2011-12-26
Lucid inc,2011-12-27
PC Partner Group Ltd,2011-12-28
Signal Exploration Inc,2011-12-28
BIDV,2011-12-29
49 North 2011 Resource FT LP,2011-12-29
Huili Resources (Group) Ltd,2011-12-29
Northern Aspect Resources Ltd,2011-12-29
Petrox Capital Corp,2011-12-29
Shandong Sinocera Functional,2011-12-29
Shanghai Acrel Co Ltd,2011-12-29
TiPhone Mobile Indonesia Tbk,2011-12-29
Allied Cement Holdings Ltd,2011-12-30
ETS Group Ltd,2011-12-30
Gimus Resources Inc,2011-12-30
China Fineblanking Technology,2012-01-02
Khalkos Exploration Inc,2012-01-04
China Assurance Fin Group Ltd,2012-01-05
Minna Padi Investama Tbk PT,2012-01-05
Silk Road Energy Inc,2012-01-05
SunMax Biotech Co Ltd,2012-01-05
Xizang Haisco Pharm Grp Co Ltd,2012-01-05
Genovate Biotechnology Co Ltd,2012-01-06
Alcentra European Floating Rat,2012-01-09
Dong-A Pharmtech Co Ltd,2012-01-09
Suzhou Yangtze New Materials,2012-01-09
Senmar Capital Corp,2012-01-10
West End Indiana Bancshares,2012-01-10
Huazhong Holdings Co Ltd,2012-01-11
Kai Shi China Holdings Co Ltd,2012-01-11
Virtual Learning Company Inc,2012-01-11
Beijing Philisense Tech Co Ltd,2012-01-12
SJEC Corp,2012-01-12
Nam Hwa Construction Co Ltd,2012-01-12
Your Internet Defender Inc,2012-01-13
ASR Holdings Ltd,2012-01-13
Margaux Red Capital Inc,2012-01-16
Takween Advanced Industries Co,2012-01-16
GPS Investment Corp,2012-01-17
Megalogic Technology Hldng Ltd,2012-01-17
Lisemco Ltd,2012-01-17
O'Leary Canadian Diversified,2012-01-17
Vision Fame International Hld,2012-01-17
Renewable Energy Group Inc,2012-01-18
RusPetro Plc,2012-01-18
Hexabyte SA,2012-01-19
Timbercreek Senior Mortgage,2012-01-19
MCM Capital One Inc,2012-01-20
Taruga Gold Ltd,2012-01-23
Guidewire Software Inc,2012-01-24
Lead All Investments Ltd,2012-01-24
Surya Esa Perkasa Tbk PT,2012-01-24
Bowim SA,2012-01-25
Wellesley Bancorp Inc,2012-01-25
Bionaturis,2012-01-26
Doubleline Opp Cr Fnd,2012-01-26
eUnits (TM) 2 Year US Market,2012-01-26
Verastem Inc,2012-01-26
Belvoir Lettings PLC,2012-01-27
Caymus Resources Inc,2012-01-27
Siniora Food Industries PLC,2012-01-29
Perfect Shape (Prc) Holdings,2012-01-31
Sentoria Group Bhd,2012-01-31
US Silica Holdings Inc,2012-01-31
Beijing Hualu Baina Film & Tv,2012-01-31
Delon Resources Corp,2012-02-01
Greenway Medical Tech Inc,2012-02-01
Hi Gold Ocean No 3 Ship Invest,2012-02-01
Matador Resources Co,2012-02-01
Neuros Co Ltd,2012-02-01
Tabora Ltd,2012-02-01
AVG Technologies NV,2012-02-01
Andino Investment Holding,2012-02-02
DGM Minerals Corp,2012-02-02
Gideon Capital Corp,2012-02-02
MatNic Resources Inc,2012-02-02
Shenzhen Mason Tech Co Ltd,2012-02-02
Cempra Inc,2012-02-03
Low Volatility Canadian,2012-02-03
Pura Vida Energy NL,2012-02-03
Beijing Leadman Biochemistry,2012-02-06
Bringspring Science&Tech Co,2012-02-06
Guiyang Longmaster Info&Tech,2012-02-06
Caesars Entertainment Corp,2012-02-07
EPAM Systems Inc,2012-02-07
Mincom Capital Inc,2012-02-07
NCE Diversified FT(12)LP,2012-02-07
Roundy's Inc,2012-02-07
SaraminHR Co Ltd,2012-02-07
Shandong Gettop Acoustic Co,2012-02-07
Stria Capital Inc,2012-02-07
Cementos Pacasmayo SAA,2012-02-07
ChemoCentryx Inc,2012-02-08
FX Alliance Inc,2012-02-08
Shantou Dongfeng Printing Co,2012-02-08
Tangiers Petroleum Ltd,2012-02-08
Access Engineering Ltd,2012-02-09
GSE Holding Inc,2012-02-09
Huvis Corp,2012-02-09
Synacor Inc,2012-02-09
AlphaNorth 2012 FT LP,2012-02-10
China Stationery Ltd,2012-02-10
Panama Dreaming Inc,2012-02-10
Frontier Acquisition Corp,2012-02-10
Homestreet Inc,2012-02-10
MaxValu Kyushu Co Ltd,2012-02-10
Precious Metals Investments,2012-02-10
Sport Tech Enterprises Inc,2012-02-10
Tangiers Petroleum Ltd,2012-02-10
BCB Finance Ltd,2012-02-11
Jishi Media Co Ltd,2012-02-13
Universal Scientific,2012-02-13
Adocia SAS,2012-02-14
Goldfields Credit Union Ltd,2012-02-14
CMP 2012 Resource LP,2012-02-15
Crest Minerals Ltd,2012-02-15
